Flexion,10.79 , 12.17 , 0.24 , -2.44 , -1.17 , 0.00
Flexion,11.76 , 12.26 , 0.87 , -2.33 , -1.07 , 0.00
Flexion,12.26 , 12.38 , 0.72 , -2.41 , -1.38 , 0.00
Flexion,12.67 , 12.62 , 0.47 , -2.42 , -1.38 , 0.00
Flexion,12.81 , 12.33 , -0.01 , -2.28 , -0.62 , 0.00
Flexion,13.04 , 12.53 , 0.34 , -2.12 , -0.87 , 0.00
Flexion,13.02 , 12.13 , 0.46 , -2.05 , -1.07 , 0.00
Flexion,12.96 , 11.89 , -0.22 , -2.08 , -0.68 , 0.00
Flexion,14.78 , 11.55 , -8.71 , -1.88 , -1.07 , 0.00
Flexion,-2.53 , 13.29 , -7.57 , -2.87 , -0.33 , 0.00
Flexion,-18.38 , 13.14 , 2.31 , -3.15 , 0.24 , 0.00
Flexion,-19.67 , 15.71 , 16.61 , -2.89 , -1.01 , 0.00
Flexion,-11.16 , 14.25 , 10.05 , -3.10 , -1.93 , 0.00
Flexion,-2.48 , 13.55 , 1.57 , -3.28 , -2.40 , 0.00
Flexion,3.66 , 12.97 , -0.24 , -3.11 , -1.89 , 0.00
Flexion,8.37 , 12.47 , -0.07 , -2.61 , -1.77 , 0.00
Flexion,----------
Flexion,11.02 , 12.62 , 0.36 , -2.19 , -1.55 , 0.00
Flexion,12.69 , 12.33 , -0.22 , -2.33 , -1.47 , 0.00
Flexion,14.10 , 11.81 , 0.38 , -2.18 , -1.47 , 0.00
Flexion,15.74 , 11.98 , 0.16 , -1.94 , -1.51 , 0.00
Flexion,16.24 , 11.82 , -0.04 , -1.82 , -1.50 , 0.00
Flexion,16.19 , 11.73 , 0.38 , -1.78 , -1.39 , 0.00
Flexion,15.68 , 12.31 , 0.65 , -1.76 , -1.62 , 0.00
Flexion,15.73 , 12.42 , 0.11 , -1.83 , -1.61 , 0.00
Flexion,16.42 , 12.78 , 0.42 , -1.77 , -1.60 , 0.00
Flexion,-0.27 , 11.90 , -18.59 , -2.84 , -1.14 , 0.00
Flexion,-17.80 , 11.63 , -0.15 , -3.22 , -0.12 , 0.00
Flexion,-24.81 , 12.29 , 11.46 , -3.61 , 0.84 , 0.00
Flexion,-16.82 , 11.23 , 14.03 , -3.22 , 1.41 , 0.00
Flexion,-5.91 , 11.11 , -0.16 , -3.51 , -0.26 , 0.00
Flexion,1.02 , 11.13 , 0.31 , -3.12 , -0.14 , 0.00
Flexion,5.78 , 10.81 , -0.62 , -2.79 , -0.18 , 0.00
Flexion,9.55 , 11.44 , 1.17 , -2.19 , -0.60 , 0.00
Flexion,----------
Flexion,11.78 , 11.68 , 0.76 , -2.34 , -1.11 , 0.00
Flexion,13.91 , 11.47 , 0.09 , -2.09 , -1.24 , 0.00
Flexion,15.47 , 11.90 , 0.32 , -2.05 , -1.35 , 0.00
Flexion,16.19 , 11.63 , 0.55 , -1.84 , -1.01 , 0.00
Flexion,16.68 , 11.48 , 0.45 , -1.43 , -0.68 , 0.00
Flexion,16.89 , 11.24 , 0.94 , -1.56 , -0.58 , 0.00
Flexion,17.63 , 11.21 , 0.66 , -1.41 , -0.45 , 0.00
Flexion,18.15 , 11.34 , -0.39 , -1.45 , -0.60 , 0.00
Flexion,17.88 , 11.29 , -0.91 , -1.14 , -0.56 , 0.00
Flexion,-3.38 , 8.78 , -33.03 , -3.01 , 0.79 , 0.00
Flexion,-18.81 , 9.13 , 7.73 , -2.94 , 1.26 , 0.00
Flexion,-24.50 , 8.92 , 7.36 , -3.28 , 1.95 , 0.00
Flexion,-18.27 , 6.87 , 12.24 , -2.61 , 3.05 , 0.00
Flexion,-7.40 , 6.42 , 2.41 , -2.70 , 1.82 , 0.00
Flexion,-0.31 , 7.00 , 0.58 , -2.32 , 1.77 , 0.00
Flexion,3.54 , 8.65 , 1.89 , -2.27 , 0.99 , 0.00
Flexion,6.64 , 9.13 , 0.03 , -2.32 , 0.57 , 0.00
Flexion,----------
Flexion,8.21 , 10.31 , 0.97 , -2.42 , -0.40 , 0.00
Flexion,9.05 , 10.68 , 0.66 , -2.53 , -0.43 , 0.00
Flexion,9.96 , 10.98 , 0.15 , -2.31 , -0.60 , 0.00
Flexion,10.48 , 10.93 , 0.57 , -2.14 , -0.35 , 0.00
Flexion,11.02 , 10.75 , 0.35 , -2.08 , -0.04 , 0.00
Flexion,11.55 , 10.42 , 0.24 , -2.05 , -0.22 , 0.00
